human,rat,mouse
PRAMEF4,LOC685667,Pramel39
PRAMEF4,LOC685667,Pramel40
PRAMEF4,LOC685667,AA792892
PRAMEF4,LOC685667,Pramel41
PRAMEF4,LOC685667,Pramel41
PRAMEF4,LOC685667,Pramel42
PRAMEF4,LOC685667,Pramel43
PRAMEF4,LOC685667,Pramel44
PRAMEF4,LOC685667,Gm6205
PRAMEF4,LOC685667,Gm3183
PRAMEF4,LOC685667,Gm6367
PRAMEF4,LOC685667,Pramel45
PRAMEF4,LOC685667,Pramel45
PRAMEF4,LOC685667,Pramel45
PRAMEF4,LOC685667,Pramel45
PRAMEF4,LOC685667,Gm16513
PRAMEF4,LOC685667,Pramel46
PRAMEF4,LOC685667,Pramel47
PRAMEF4,LOC685667,Pramel48
PRAMEF4,LOC685667,Gm3286
PRAMEF4,LOC685667,Pramel49
PRAMEF4,LOC685667,Pramel50
PRAMEF4,LOC685667,Gm7982
PRAMEF4,LOC685667,E330014E10Rik
PRAMEF4,LOC685667,Pramel7
PRAMEF4,LOC685667,Pramel6
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,Gm16367
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,
PRAMEF4,AABR07049401.1,Oog1
PRAMEF4,AABR07049401.1,Gm2042
PRAMEF4,AABR07049401.1,Pramel51
PRAMEF4,AABR07049401.1,Pramel32
PRAMEF4,AABR07049401.1,Pramel17
PRAMEF4,AABR07049401.1,C130073F10Rik
PRAMEF4,AABR07049401.1,Pramel18
PRAMEF4,AABR07049401.1,Pramel19
PRAMEF4,AABR07049401.1,Gm12790
PRAMEF4,AABR07049401.1,Gm12789
PRAMEF4,AABR07049401.1,Pramel21
PRAMEF4,AABR07049401.1,Pramel22
PRAMEF4,AABR07049401.1,Pramel23
PRAMEF4,AABR07049401.1,Pramel24
PRAMEF4,AABR07049401.1,Pramel25
PRAMEF4,AABR07049401.1,Pramel26
PRAMEF4,AABR07049401.1,Pramel27
PRAMEF4,AABR07049401.1,Pramel11
PRAMEF4,AABR07049401.1,Pramel16
PRAMEF4,AABR07049401.1,Pramel28
PRAMEF4,AABR07049401.1,Pramel14
PRAMEF4,AABR07049401.1,Pramel4
PRAMEF4,AABR07049401.1,Gm13102
PRAMEF4,AABR07049401.1,Oog3
PRAMEF4,AABR07049401.1,Oog2
PRAMEF4,AABR07049401.1,Pramel29
PRAMEF4,AABR07049401.1,Pramel5
PRAMEF4,AABR07049401.1,Pramel30
PRAMEF4,AABR07049401.1,Pramel31
PRAMEF4,AABR07049401.1,Pramel15
PRAMEF4,AABR07049401.1,Pramel13
PRAMEF4,AABR07049401.1,Pramel1
PRAMEF4,AABR07049401.1,Pramel12
PRAMEF4,AABR07049401.1,Oog4
PRAMEF4,AABR07049401.1,Gm13043
PRAMEF4,AABR07049401.1,Gm13040
PRAMEF4,AABR07049401.1,Gm13057
PRAMEF4,AABR07049401.1,Pramel20
PRAMEF4,AABR07049401.1,Pramel33
PRAMEF4,AABR07049401.1,Pramel34
PRAMEF4,AABR07049401.1,Pramel35
PRAMEF4,AABR07049401.1,Pramel36
PRAMEF4,AABR07049401.1,Pramel37
PRAMEF4,AABR07049401.1,Gm6351
PRAMEF4,AABR07049401.1,Pramel38
PRAMEF4,AABR07049401.1,Pramel39
PRAMEF4,AABR07049401.1,Pramel40
PRAMEF4,AABR07049401.1,AA792892
PRAMEF4,AABR07049401.1,Pramel41
PRAMEF4,AABR07049401.1,Pramel41
PRAMEF4,AABR07049401.1,Pramel42
PRAMEF4,AABR07049401.1,Pramel43
PRAMEF4,AABR07049401.1,Pramel44
PRAMEF4,AABR07049401.1,Gm6205
PRAMEF4,AABR07049401.1,Gm3183
PRAMEF4,AABR07049401.1,Gm6367
PRAMEF4,AABR07049401.1,Pramel45
PRAMEF4,AABR07049401.1,Pramel45
PRAMEF4,AABR07049401.1,Pramel45
PRAMEF4,AABR07049401.1,Pramel45
PRAMEF4,AABR07049401.1,Gm16513
PRAMEF4,AABR07049401.1,Pramel46
PRAMEF4,AABR07049401.1,Pramel47
PRAMEF4,AABR07049401.1,Pramel48
PRAMEF4,AABR07049401.1,Gm3286
PRAMEF4,AABR07049401.1,Pramel49
PRAMEF4,AABR07049401.1,Pramel50
PRAMEF4,AABR07049401.1,Gm7982
PRAMEF4,AABR07049401.1,E330014E10Rik
PRAMEF4,AABR07049401.1,Pramel7
PRAMEF4,AABR07049401.1,Pramel6
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,Gm16367
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,
PRAMEF4,Pramef20,Oog1
PRAMEF4,Pramef20,Gm2042
PRAMEF4,Pramef20,Pramel51
PRAMEF4,Pramef20,Pramel32
PRAMEF4,Pramef20,Pramel17
PRAMEF4,Pramef20,C130073F10Rik
PRAMEF4,Pramef20,Pramel18
PRAMEF4,Pramef20,Pramel19
PRAMEF4,Pramef20,Gm12790
PRAMEF4,Pramef20,Gm12789
PRAMEF4,Pramef20,Pramel21
PRAMEF4,Pramef20,Pramel22
PRAMEF4,Pramef20,Pramel23
PRAMEF4,Pramef20,Pramel24
PRAMEF4,Pramef20,Pramel25
PRAMEF4,Pramef20,Pramel26
PRAMEF4,Pramef20,Pramel27
PRAMEF4,Pramef20,Pramel11
PRAMEF4,Pramef20,Pramel16
PRAMEF4,Pramef20,Pramel28
PRAMEF4,Pramef20,Pramel14
PRAMEF4,Pramef20,Pramel4
PRAMEF4,Pramef20,Gm13102
PRAMEF4,Pramef20,Oog3
PRAMEF4,Pramef20,Oog2
PRAMEF4,Pramef20,Pramel29
PRAMEF4,Pramef20,Pramel5
PRAMEF4,Pramef20,Pramel30
PRAMEF4,Pramef20,Pramel31
PRAMEF4,Pramef20,Pramel15
PRAMEF4,Pramef20,Pramel13
PRAMEF4,Pramef20,Pramel1
PRAMEF4,Pramef20,Pramel12
PRAMEF4,Pramef20,Oog4
PRAMEF4,Pramef20,Gm13043
PRAMEF4,Pramef20,Gm13040
PRAMEF4,Pramef20,Gm13057
PRAMEF4,Pramef20,Pramel20
PRAMEF4,Pramef20,Pramel33
PRAMEF4,Pramef20,Pramel34
PRAMEF4,Pramef20,Pramel35
PRAMEF4,Pramef20,Pramel36
PRAMEF4,Pramef20,Pramel37
PRAMEF4,Pramef20,Gm6351
PRAMEF4,Pramef20,Pramel38
PRAMEF4,Pramef20,Pramel39
PRAMEF4,Pramef20,Pramel40
PRAMEF4,Pramef20,AA792892
PRAMEF4,Pramef20,Pramel41
PRAMEF4,Pramef20,Pramel41
PRAMEF4,Pramef20,Pramel42
PRAMEF4,Pramef20,Pramel43
PRAMEF4,Pramef20,Pramel44
PRAMEF4,Pramef20,Gm6205
PRAMEF4,Pramef20,Gm3183
PRAMEF4,Pramef20,Gm6367
PRAMEF4,Pramef20,Pramel45
PRAMEF4,Pramef20,Pramel45
PRAMEF4,Pramef20,Pramel45
PRAMEF4,Pramef20,Pramel45
PRAMEF4,Pramef20,Gm16513
PRAMEF4,Pramef20,Pramel46
PRAMEF4,Pramef20,Pramel47
PRAMEF4,Pramef20,Pramel48
PRAMEF4,Pramef20,Gm3286
PRAMEF4,Pramef20,Pramel49
PRAMEF4,Pramef20,Pramel50
PRAMEF4,Pramef20,Gm7982
PRAMEF4,Pramef20,E330014E10Rik
PRAMEF4,Pramef20,Pramel7
PRAMEF4,Pramef20,Pramel6
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,Gm16367
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,
PRAMEF4,AABR07048992.2,Oog1
PRAMEF4,AABR07048992.2,Gm2042
PRAMEF4,AABR07048992.2,Pramel51
PRAMEF4,AABR07048992.2,Pramel32
PRAMEF4,AABR07048992.2,Pramel17
PRAMEF4,AABR07048992.2,C130073F10Rik
PRAMEF4,AABR07048992.2,Pramel18
PRAMEF4,AABR07048992.2,Pramel19
PRAMEF4,AABR07048992.2,Gm12790
PRAMEF4,AABR07048992.2,Gm12789
PRAMEF4,AABR07048992.2,Pramel21
PRAMEF4,AABR07048992.2,Pramel22
PRAMEF4,AABR07048992.2,Pramel23
PRAMEF4,AABR07048992.2,Pramel24
PRAMEF4,AABR07048992.2,Pramel25
PRAMEF4,AABR07048992.2,Pramel26
PRAMEF4,AABR07048992.2,Pramel27
PRAMEF4,AABR07048992.2,Pramel11
PRAMEF4,AABR07048992.2,Pramel16
PRAMEF4,AABR07048992.2,Pramel28
PRAMEF4,AABR07048992.2,Pramel14
PRAMEF4,AABR07048992.2,Pramel4
PRAMEF4,AABR07048992.2,Gm13102
PRAMEF4,AABR07048992.2,Oog3
PRAMEF4,AABR07048992.2,Oog2
PRAMEF4,AABR07048992.2,Pramel29
PRAMEF4,AABR07048992.2,Pramel5
PRAMEF4,AABR07048992.2,Pramel30
PRAMEF4,AABR07048992.2,Pramel31
PRAMEF4,AABR07048992.2,Pramel15
PRAMEF4,AABR07048992.2,Pramel13
PRAMEF4,AABR07048992.2,Pramel1
PRAMEF4,AABR07048992.2,Pramel12
PRAMEF4,AABR07048992.2,Oog4
PRAMEF4,AABR07048992.2,Gm13043
PRAMEF4,AABR07048992.2,Gm13040
PRAMEF4,AABR07048992.2,Gm13057
PRAMEF4,AABR07048992.2,Pramel20
PRAMEF4,AABR07048992.2,Pramel33
PRAMEF4,AABR07048992.2,Pramel34
PRAMEF4,AABR07048992.2,Pramel35
PRAMEF4,AABR07048992.2,Pramel36
PRAMEF4,AABR07048992.2,Pramel37
PRAMEF4,AABR07048992.2,Gm6351
PRAMEF4,AABR07048992.2,Pramel38
PRAMEF4,AABR07048992.2,Pramel39
PRAMEF4,AABR07048992.2,Pramel40
PRAMEF4,AABR07048992.2,AA792892
PRAMEF4,AABR07048992.2,Pramel41
PRAMEF4,AABR07048992.2,Pramel41
PRAMEF4,AABR07048992.2,Pramel42
PRAMEF4,AABR07048992.2,Pramel43
PRAMEF4,AABR07048992.2,Pramel44
PRAMEF4,AABR07048992.2,Gm6205
PRAMEF4,AABR07048992.2,Gm3183
PRAMEF4,AABR07048992.2,Gm6367
PRAMEF4,AABR07048992.2,Pramel45
PRAMEF4,AABR07048992.2,Pramel45
PRAMEF4,AABR07048992.2,Pramel45
PRAMEF4,AABR07048992.2,Pramel45
PRAMEF4,AABR07048992.2,Gm16513
PRAMEF4,AABR07048992.2,Pramel46
PRAMEF4,AABR07048992.2,Pramel47
PRAMEF4,AABR07048992.2,Pramel48
PRAMEF4,AABR07048992.2,Gm3286
PRAMEF4,AABR07048992.2,Pramel49
PRAMEF4,AABR07048992.2,Pramel50
PRAMEF4,AABR07048992.2,Gm7982
PRAMEF4,AABR07048992.2,E330014E10Rik
PRAMEF4,AABR07048992.2,Pramel7
PRAMEF4,AABR07048992.2,Pramel6
IGKV4-1,AABR07051535.1,Igkv8-34
IGKV4-1,AABR07051535.1,Igkv7-33
IGKV4-1,AABR07051535.1,Igkv8-30
IGKV4-1,AABR07051535.1,Igkv8-28
IGKV4-1,AABR07051535.1,Igkv8-27
IGKV4-1,AABR07051535.1,Igkv8-26
IGKV4-1,AABR07051535.1,Igkv8-24
IGKV4-1,AABR07051535.1,Gm43218
IGKV4-1,AABR07051535.1,Igkv8-21
IGKV4-1,AABR07051535.1,Igkv8-19
IGKV4-1,AABR07051535.1,Igkv8-18
IGKV4-1,AABR07051535.1,Igkv8-16
IGKV4-1,AABR07051562.1,Igkv8-34
IGKV4-1,AABR07051562.1,Igkv7-33
IGKV4-1,AABR07051562.1,Igkv8-30
IGKV4-1,AABR07051562.1,Igkv8-28
IGKV4-1,AABR07051562.1,Igkv8-27
IGKV4-1,AABR07051562.1,Igkv8-26
IGKV4-1,AABR07051562.1,Igkv8-24
IGKV4-1,AABR07051562.1,Gm43218
IGKV4-1,AABR07051562.1,Igkv8-21
IGKV4-1,AABR07051562.1,Igkv8-19
IGKV4-1,AABR07051562.1,Igkv8-18
IGKV4-1,AABR07051562.1,Igkv8-16
IGKV4-1,AABR07051578.1,Igkv8-34
IGKV4-1,AABR07051578.1,Igkv7-33
IGKV4-1,AABR07051578.1,Igkv8-30
IGKV4-1,AABR07051578.1,Igkv8-28
IGKV4-1,AABR07051578.1,Igkv8-27
IGKV4-1,AABR07051578.1,Igkv8-26
IGKV4-1,AABR07051578.1,Igkv8-24
IGKV4-1,AABR07051578.1,Gm43218
IGKV4-1,AABR07051578.1,Igkv8-21
IGKV4-1,AABR07051578.1,Igkv8-19
IGKV4-1,AABR07051578.1,Igkv8-18
IGKV4-1,AABR07051578.1,Igkv8-16
MYO9B,Myo9b,Myo9b
ORC4,Orc4,Orc4
PEMT,Pemt,Pemt
MEN1,Men1,Men1
TRBV4-2,AABR07060350.1,Trbv5
EMILIN3,Emilin3,Emilin3
TNFAIP8L3,Tnfaip8l3,Tnfaip8l3
SNORA41,AC127935.1,Snora41
SNORA41,AC127935.1,Gm23723
SNORA41,AC141169.3,Snora41
SNORA41,AC141169.3,Gm23723
IGHV3-72,AABR07065798.1,Ighv7-1
IGHV3-72,AABR07065798.1,Ighv7-2
IGHV3-72,AABR07065798.1,Ighv7-3
IGHV3-72,AABR07065798.1,Ighv7-4
IGHV3-72,AABR07065778.1,Ighv7-1
IGHV3-72,AABR07065778.1,Ighv7-2
IGHV3-72,AABR07065778.1,Ighv7-3
IGHV3-72,AABR07065778.1,Ighv7-4
IGHV3-72,AABR07065782.1,Ighv7-1
IGHV3-72,AABR07065782.1,Ighv7-2
IGHV3-72,AABR07065782.1,Ighv7-3
IGHV3-72,AABR07065782.1,Ighv7-4
BMP1,Bmp1,Bmp1
ARL17B,Arf2,Arf2
ARL17B,Arf2,Arf2
ARL17B,Arf2,Arf2
RNU6-131P,U6,U6
RNU6-131P,U6,U6
RNU6-131P,U6,Gm26049
PTPN18,Ptpn18,Ptpn18
CP,Cp,Cp
PCDH1,Pcdh1,Pcdh1
ETV2,Etv2,Etv2
ASF1A,Asf1a,Asf1a
SLC13A2,Slc13a2,Slc13a2
UBXN8,Ubxn8,Ubxn8
BOD1L1,Bod1l1,Bod1l
PI4K2B,Pi4k2b,Pi4k2b
TAS1R3,Tas1r3,Tas1r3
MS4A4E,Ms4a4c,Ms4a4a
MS4A4E,Ms4a4c,Ms4a4c
MS4A4E,Ms4a4c,Ms4a4b
MS4A4E,Ms4a4c,Ms4a4d
MS4A4E,Ms4a4e,Ms4a4a
MS4A4E,Ms4a4e,Ms4a4c
MS4A4E,Ms4a4e,Ms4a4b
MS4A4E,Ms4a4e,Ms4a4d
LCN6,Lcn6,Lcn6
ADRA1A,Adra1a,Adra1a
PRR5,Prr5,Prr5
ASAP3,Asap3,Asap3
SLITRK1,Slitrk1,Slitrk1
GRIK5,Grik5,Grik5
SPAM1,Hyal5,Spam1
SPAM1,Hyal5,Hyal5
SPAM1,Spam1,Spam1
SPAM1,Spam1,Hyal5
,Chd4,Chd4
OR7A17,Olr1079,Olfr19
OR7A17,Olr1079,Olfr1354
OR7A17,Olr1079,Olfr8
OR7A17,Olr1079,Olfr1352
ROMO1,LOC100910944,Romo1
RNASE2,Ear1,Rnase2b
RNASE2,Ear1,Ear14
RNASE2,Ear1,Ear14
RNASE2,Ear1,Rnase2a
RNASE2,Ear1,Ear6
RNASE2,Ear1,Ear1
RNASE2,Ear1,Ear10
RNASE2,Ear1,Ear2
RNASE2,LOC100361866,Rnase2b
RNASE2,LOC100361866,Ear14
RNASE2,LOC100361866,Ear14
RNASE2,LOC100361866,Rnase2a
RNASE2,LOC100361866,Ear6
RNASE2,LOC100361866,Ear1
RNASE2,LOC100361866,Ear10
RNASE2,LOC100361866,Ear2
DPYSL3,Dpysl3,Dpysl3
EVPL,Evpl,Evpl
ANKUB1,Ankub1,Ankub1
ATP10A,Atp10a,Atp10a
HMGB2,AABR07015743.1,Hmgb2
HMGB2,Hmgb2l1,Hmgb2
HMGB2,Hmgb2l1,Hmgb2
SLC5A7,Slc5a7,Slc5a7
SNORA70,SNORA70,NA
CBX3,AABR07018272.1,NA
CBX3,AABR07034940.2,NA
CSNK1G1,Csnk1g1,Csnk1g1
TMEM128,Tmem128,Tmem128
SERPING1,Serping1,Serping1
,,
,,
CRACR2B,Cracr2b,Cracr2b
CRACR2B,Cracr2b,Cracr2b
F10,F10,F10
MIR200B,Mir200b,Mir200b
TNFRSF14,Tnfrsf14,Tnfrsf14
ALDH3B1,Aldh3b1,Aldh3b1
RNU6-1150P,U6,Gm25163
U4,U4,Gm22116
U4,U4,Gm26478
U4,U4,U4
STEAP1,Steap1,Steap1
SVEP1,Svep1,Svep1
MIR152,Mir152,Mir152
WASHC1,Washc1,Washc1
KL,Kl,Kl
CEACAM3,LOC103689942,Ceacam1
CEACAM3,LOC103689942,Ceacam2
CEACAM3,LOC103689942,Ceacam10
CEACAM3,Ceacam6,Ceacam1
CEACAM3,Ceacam6,Ceacam2
CEACAM3,Ceacam6,Ceacam10
CEACAM3,Ceacam4,Ceacam1
CEACAM3,Ceacam4,Ceacam2
CEACAM3,Ceacam4,Ceacam10
CAPN15,Capn15,Capn15
MT-ND4L,AABR07046778.1,mt-Nd4l
CD109,Cd109,Cd109
TBC1D8B,Tbc1d8b,Tbc1d8b
STXBP5,Stxbp5,Stxbp5
PRKCG,Prkcg,Prkcg
SEMA3D,Sema3d,Sema3d
,AC113837.8,
CTSA,Ctsa,Ctsa
,Lcn6,Lcn6
SLC28A2,Slc28a2,Slc28a2
SLC28A2,Slc28a2,Slc28a2b
CACNA2D3,Cacna2d3,Cacna2d3
SHISA7,Shisa7,Shisa7
MARCHF9,AABR07057423.1,Marchf9
PLA2G15,Pla2g15,Pla2g15
HMOX1,Hmox1,Hmox1
TM9SF3,Tm9sf3,Tm9sf3
CLINT1,Clint1,Clint1
DDX47,Ddx47,Ddx47
PTH,Pth,Pth
TMEM81,Tmem81,Tmem81
CXCL17,Cxcl17,Cxcl17
SLC66A3,Slc66a3,Pqlc3
CBLN2,Cbln2,Cbln2
KCNK5,Kcnk5,Kcnk5
RNU6-884P,U6,NA
5_8S_rRNA,5_8S_rRNA,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,5_8S_rRNA
5_8S_rRNA,5_8S_rRNA,5_8S_rRNA
PSG1,LOC103689942,Ceacam1
PSG1,LOC103689942,Ceacam2
PSG1,LOC103689942,Ceacam10
PSG1,Ceacam6,Ceacam1
PSG1,Ceacam6,Ceacam2
PSG1,Ceacam6,Ceacam10
PSG1,Ceacam4,Ceacam1
PSG1,Ceacam4,Ceacam2
PSG1,Ceacam4,Ceacam10
HPSE,Hpse,Hpse
ARL10,Arl10,Arl10
SNORA70H,SNORA70,NA
DGAT1,Dgat1,Dgat1
PACSIN3,Pacsin3,Pacsin3
KLF11,Klf11,Klf11
SPATA18,Spata18,Spata18
CGA,Cga,Cga
CADM2,Cadm2,Cadm2
EXOG,Exog,Exog
,AC133613.2,
,AC133613.2,
,AC133613.2,
,AC133613.2,
ACTN3,Actn3,Actn3
SNORA8,AABR07058403.1,Gm25791
BRDT,Brdt,Brdt
MAF1,Maf1,Maf1
COPS3,Cops3,Cops3
SEC14L2,Sec14l2,Sec14l2
SNORA54,,Gm23297
F3,F3,F3
CIB3,Cib3,Cib3
,Atg9a,Atg9a
TRAV9-2,AABR07017868.1,Trav6-1
TRAV9-2,AABR07017868.1,Trav6-2
TRAV9-2,AABR07017868.1,Trav6d-3
TRAV9-2,AABR07017868.1,Trav6d-4
TRAV9-2,AABR07017868.1,Trav6d-6
TRAV9-2,AABR07017868.1,Trav6d-7
TRAV9-2,AABR07017868.1,Trav6n-6
TRAV9-2,AABR07017868.1,Trav6n-7
TRAV9-2,AABR07017868.1,Trav6-3
TRAV9-2,AABR07017868.1,Trav6-4
TRAV9-2,AABR07017868.1,Trav6-6
TRAV9-2,AABR07017868.1,Trav6-7-dv9
,AABR07024679.1,NA
OSGEPL1,Osgepl1,Osgepl1
EML1,Eml1,Eml1
SMARCAL1,Smarcal1,Smarcal1
CHTF18,Chtf18,Chtf18
ADCY1,Adcy1,Adcy1
RNU6-7,U6,U6
RNU6-7,U6,U6
GSR,Gsr,Gsr
CCDC97,Ccdc97,Ccdc97
NBR1,Nbr1,Nbr1
FBXO43,Fbxo43,Fbxo43
PABIR3,Fam122c,Fam122c
CSN1S1,Csn1s1,Csn1s1
THSD7B,Thsd7b,Thsd7b
ENY2,Eny2,Eny2
TLE5,Tle5,Tle5
MMGT1,Mmgt1,Mmgt1
MMGT1,Mmgt1,Mmgt2
BUB3,Bub3,Bub3
AQP12B,Aqp12a,Aqp12
TMEM126B,Tmem126b,Tmem126b
SIX4,Six4,Six4
PRR14,AABR07005779.1,Prr14
AGMAT,Agmat,Agmat
OR5H6,Olr1535,Olfr183
OR5H6,Olr1535,Olfr186
OR5H6,Olr1535,Olfr187
OR5H6,Olr1535,Olfr190
OR5H6,Olr1535,Olfr191
OR5H6,Olr1535,Olfr193
OR5H6,Olr1535,Olfr196
OR5H6,Olr1535,Olfr197
OR5H6,Olr1546,Olfr183
OR5H6,Olr1546,Olfr186
OR5H6,Olr1546,Olfr187
OR5H6,Olr1546,Olfr190
OR5H6,Olr1546,Olfr191
OR5H6,Olr1546,Olfr193
OR5H6,Olr1546,Olfr196
OR5H6,Olr1546,Olfr197
OR5H6,Olr1549,Olfr183
OR5H6,Olr1549,Olfr186
OR5H6,Olr1549,Olfr187
OR5H6,Olr1549,Olfr190
OR5H6,Olr1549,Olfr191
OR5H6,Olr1549,Olfr193
OR5H6,Olr1549,Olfr196
OR5H6,Olr1549,Olfr197
OR5H6,Olr1545,Olfr183
OR5H6,Olr1545,Olfr186
OR5H6,Olr1545,Olfr187
OR5H6,Olr1545,Olfr190
OR5H6,Olr1545,Olfr191
OR5H6,Olr1545,Olfr193
OR5H6,Olr1545,Olfr196
OR5H6,Olr1545,Olfr197
RNU6-725P,U6,Gm25163
TRAV12-3,AABR07017870.1,Trav7-1
TRAV12-3,AABR07017870.1,Trav7d-2
TRAV12-3,AABR07017870.1,Trav7d-3
TRAV12-3,AABR07017870.1,Trav7d-4
TRAV12-3,AABR07017870.1,Trav7d-5
TRAV12-3,AABR07017870.1,Trav7d-6
TRAV12-3,AABR07017870.1,Trav7n-4
TRAV12-3,AABR07017870.1,Trav7n-5
TRAV12-3,AABR07017870.1,Trav7n-6
TRAV12-3,AABR07017870.1,Trav7-2
TRAV12-3,AABR07017870.1,Trav7-3
TRAV12-3,AABR07017870.1,Trav7-4
TRAV12-3,AABR07017870.1,Trav7-5
TRAV12-3,AABR07017870.1,Trav7-6
TRAV12-3,AABR07017669.2,Trav7-1
TRAV12-3,AABR07017669.2,Trav7d-2
TRAV12-3,AABR07017669.2,Trav7d-3
TRAV12-3,AABR07017669.2,Trav7d-4
TRAV12-3,AABR07017669.2,Trav7d-5
TRAV12-3,AABR07017669.2,Trav7d-6
TRAV12-3,AABR07017669.2,Trav7n-4
TRAV12-3,AABR07017669.2,Trav7n-5
TRAV12-3,AABR07017669.2,Trav7n-6
TRAV12-3,AABR07017669.2,Trav7-2
TRAV12-3,AABR07017669.2,Trav7-3
TRAV12-3,AABR07017669.2,Trav7-4
TRAV12-3,AABR07017669.2,Trav7-5
TRAV12-3,AABR07017669.2,Trav7-6
TRAV12-3,AABR07017798.1,Trav7-1
TRAV12-3,AABR07017798.1,Trav7d-2
TRAV12-3,AABR07017798.1,Trav7d-3
TRAV12-3,AABR07017798.1,Trav7d-4
TRAV12-3,AABR07017798.1,Trav7d-5
TRAV12-3,AABR07017798.1,Trav7d-6
TRAV12-3,AABR07017798.1,Trav7n-4
TRAV12-3,AABR07017798.1,Trav7n-5
TRAV12-3,AABR07017798.1,Trav7n-6
TRAV12-3,AABR07017798.1,Trav7-2
TRAV12-3,AABR07017798.1,Trav7-3
TRAV12-3,AABR07017798.1,Trav7-4
TRAV12-3,AABR07017798.1,Trav7-5
TRAV12-3,AABR07017798.1,Trav7-6
TRAV12-3,AABR07017604.1,Trav7-1
TRAV12-3,AABR07017604.1,Trav7d-2
TRAV12-3,AABR07017604.1,Trav7d-3
TRAV12-3,AABR07017604.1,Trav7d-4
TRAV12-3,AABR07017604.1,Trav7d-5
TRAV12-3,AABR07017604.1,Trav7d-6
TRAV12-3,AABR07017604.1,Trav7n-4
TRAV12-3,AABR07017604.1,Trav7n-5
TRAV12-3,AABR07017604.1,Trav7n-6
TRAV12-3,AABR07017604.1,Trav7-2
TRAV12-3,AABR07017604.1,Trav7-3
TRAV12-3,AABR07017604.1,Trav7-4
TRAV12-3,AABR07017604.1,Trav7-5
TRAV12-3,AABR07017604.1,Trav7-6
TRAV12-3,AABR07017693.2,Trav7-1
TRAV12-3,AABR07017693.2,Trav7d-2
TRAV12-3,AABR07017693.2,Trav7d-3
TRAV12-3,AABR07017693.2,Trav7d-4
TRAV12-3,AABR07017693.2,Trav7d-5
TRAV12-3,AABR07017693.2,Trav7d-6
TRAV12-3,AABR07017693.2,Trav7n-4
